shot_id,rally_id,shot_num,time,start_frame_num,end_frame_num,player,ball_type,backhand,player_A_x,player_A_y,player_B_x,player_B_y,player_C_x,player_C_y,player_D_x,player_D_y,hit_x,hit_y,return_x,return_y,hit_height,return_height,flaw,type,match_id_x,set_id,match_id_y
1986,144,1,00:06:50,12308,12327,C,發短球,1,30.36037954,30.4148041,37.86548185,40.49441489,28.20272852,91.44464422,32.37220498,106.59072635,-162.10296095,457.53923087,672,433,2,2,0,defend,5.0,5,5
1987,144,2,00:06:50,12327,12343,B,小平球,1,30.56397834,29.86789948,37.28436572,46.02754554,26.90022248,90.98905664,32.52624138,108.59713385,34.00402441,60.73585632,779,329,2,2,0,defend,5.0,5,5
1988,144,3,00:06:51,12343,12351,D,防守回抽,1,31.66592257,26.90787032,34.87027853,51.49502951,32.50749603,90.13253297,41.37407698,107.65110815,49.31639347,104.23443353,658,463,2,1,0,defend,5.0,5,5
1989,144,4,00:06:51,12351,12364,B,推撲球,0,29.95684657,22.98658218,31.37708176,48.54760269,30.96535415,96.94685342,46.44208748,104.21530843,32.2810598,50.49791037,763,316,1,2,0,attack,5.0,5,5
1990,144,5,00:06:52,12364,12388,D,擋小球,0,27.78156737,22.97885691,25.10148199,41.64749308,25.20544202,106.54236337,47.5750155,107.19241151,47.5037797,110.73326058,750,455,2,2,0,defend,5.0,5,5
1991,144,6,00:06:52,12388,12414,B,放小球,0,30.35184076,22.47667281,34.05700908,43.2128512,25.54950976,111.09410951,49.67566007,109.72775589,42.70057227,53.19198354,683,380,2,2,0,defend,5.0,5,5
1992,144,7,00:06:53,12414,12462,D,挑球,0,31.53738837,22.73621925,34.85730973,50.8372721,25.47318652,107.04284163,41.2265372,93.33058367,35.70650981,81.12626076,818,624,2,1,0,defend,5.0,5,5
1993,144,8,00:06:55,12462,12481,A,殺球,0,43.57731847,6.70394238,37.28727442,35.78564759,23.90261791,109.55085858,45.82504236,110.72167284,46.55659341,7.37036656,504,342,1,2,0,attack,5.0,5,5
1994,144,9,00:06:56,12481,12506,C,防守回抽,0,43.30847162,10.94398629,31.09504171,34.6142961,21.69032015,109.02856743,41.34368882,114.31683496,12.11709994,97.76103632,502,608,2,1,0,defend,5.0,5,5
1995,144,10,00:06:56,12506,12517,A,殺球,0,21.15112226,9.96831681,21.63871143,33.72470198,16.3646435,113.0970063,37.15499667,110.66182649,17.38316563,10.86389676,522,312,1,2,0,attack,5.0,5,5
2061,150,1,00:09:58,17945,17968,A,發短球,1,32.00128403,43.51179552,29.46797966,21.20602891,21.30578724,94.57475372,31.26361569,105.09692425,-162.10296095,457.53923087,501,365,2,1,0,defend,5.0,5,5
2062,150,2,00:09:58,17968,17979,C,小平球,0,30.70597345,45.99839433,28.37900408,22.46970507,21.47984513,93.20738349,30.99075844,105.5888713,12.38252706,87.37202262,621,468,1,2,0,attack,5.0,5,5
2063,150,3,00:09:59,17979,17992,A,小平球,1,29.93920495,45.36697045,29.05919998,24.53218174,21.62157324,84.41192403,30.30089549,100.71996653,28.16149144,48.85516093,685,336,2,2,0,defend,5.0,5,5
2064,150,4,00:09:59,17992,18010,D,平球,0,29.83184313,43.81101342,31.05701483,25.84752711,24.17080311,84.42697087,35.06317425,102.67770757,36.38222081,100.75964256,831,556,2,2,0,defend,5.0,5,5
2065,150,5,00:10:00,18010,18021,B,平球,0,34.10738348,39.87960162,32.20624279,20.46223472,24.08188188,94.5922192,44.2290064,103.71149161,49.20064337,23.56908283,730,342,2,1,0,defend,5.0,5,5
2066,150,6,00:10:00,18021,18031,D,推撲球,1,38.30455275,40.79696935,42.77231641,22.2656857,23.09569692,102.59874719,46.84983758,101.78851445,42.34532979,97.95496671,681,497,1,2,0,attack,5.0,5,5
2067,150,7,00:10:01,18031,18046,A,防守回抽,0,34.18241707,38.1016405,40.28248757,21.74909176,26.129632,109.56614404,49.61021951,98.47175765,34.64130494,39.88184239,559,325,2,1,0,defend,5.0,5,5
2068,150,8,00:10:01,18046,18055,D,殺球,0,21.97091299,33.16173369,35.87736772,22.49618807,24.64509429,107.03723767,40.3865851,91.9690334,19.16276921,106.00471054,547,511,1,2,0,attack,5.0,5,5
2069,150,9,00:10:01,18055,18074,B,防守回抽,1,20.13955168,27.93331559,34.62154331,23.77489047,19.11772157,103.54487529,33.93362142,89.69784395,20.51505581,35.71789181,521,336,2,1,0,defend,5.0,5,5
2070,150,10,00:10:02,18074,18084,D,殺球,0,14.97517574,19.65524358,34.37149817,21.22310962,17.6684277,99.21010365,37.83885619,94.6787696,14.23278821,100.61513432,487,552,1,2,0,attack,5.0,5,5
2071,151,1,00:10:18,18564,18591,D,發短球,1,31.89791262,30.69558609,18.20444993,41.92171063,28.77009936,110.60394843,32.12647804,91.46885377,-162.10296095,457.53923087,634,442,2,2,0,defend,5.0,5,5
2072,151,2,00:10:19,18591,18601,B,小平球,0,31.90013538,30.97116842,19.78971863,47.53428103,29.61010126,109.59003278,30.93881887,87.92009716,29.58462136,57.55480388,637,371,2,1,0,defend,5.0,5,5
2073,151,3,00:10:20,18601,18614,D,小平球,0,31.90013538,30.97116842,22.00788947,53.7647847,29.89017015,107.57317322,31.17882163,83.19546425,29.90805221,84.88775214,699,510,1,1,0,attack,5.0,5,5
2074,151,4,00:10:20,18614,18627,A,推撲球,0,32.61847382,30.97393868,20.77905283,50.44496478,28.65298699,106.06857232,33.2886668,90.1373128,36.45626128,36.07077064,763,318,1,2,0,attack,5.0,5,5
2075,151,5,00:10:20,18627,18664,C,防守回挑,1,36.10061727,30.71174943,18.4505988,43.45303914,30.16698944,109.08658392,25.71829614,91.42931526,47.4446328,109.71244288,633,571,2,1,0,defend,5.0,5,5
2076,151,6,00:10:22,18664,18674,B,殺球,0,34.0800573,32.36798427,22.30771982,18.69172178,41.9302116,114.84615914,20.12840077,110.03375753,29.57001324,19.70524471,632,317,1,2,0,attack,5.0,5,5
2077,151,7,00:10:22,18674,18690,D,防守回抽,1,30.36581725,35.47001115,23.4608267,7.52220363,40.03117269,117.48602213,19.35822888,112.08106408,29.19080898,110.09613521,604,496,2,1,0,defend,5.0,5,5
2078,151,8,00:10:23,18690,18698,A,推撲球,0,27.71771043,38.36933615,21.08968929,11.33206276,39.94544932,114.83214403,20.28993427,113.64563912,26.41649829,40.1463232,503,317,1,2,0,attack,5.0,5,5
2079,151,9,00:10:23,18698,18716,D,防守回抽,1,28.57207826,37.49196197,19.17108857,15.77088454,42.95347412,112.24532609,16.05890983,113.61593196,11.21155005,109.97238175,461,479,2,1,0,defend,5.0,5,5
2080,151,10,00:10:23,18716,18724,A,推撲球,0,20.52807329,40.42125611,18.88646561,22.94726692,39.40772378,111.19003962,12.96387018,111.00698849,10.7142242,45.28223944,497,317,1,0,0,attack,5.0,5,5
2113,158,1,00:13:24,24140,24162,B,發短球,1,31.96356706,26.3786106,28.01672518,40.45285602,27.82361145,106.56003138,41.35828193,93.33140563,-162.10296095,457.53923087,658,379,2,1,0,defend,5.0,5,5
2114,158,2,00:13:25,24162,24177,D,推撲球,0,31.36071809,26.37639162,28.74783824,43.49768843,28.50724749,107.56378809,39.30723077,87.09888005,32.56022907,81.52460351,680,534,1,2,0,attack,5.0,5,5
2115,158,3,00:13:25,24177,24211,A,防守回挑,1,33.64586181,24.80912008,24.83442805,39.24505616,30.9980898,108.08284718,37.87280946,81.97323999,34.33153718,29.33723131,823,298,2,1,0,defend,5.0,5,5
2116,158,4,00:13:27,24211,24223,C,殺球,0,45.41041422,23.29819502,22.20148072,26.87284129,52.91557793,123.58463148,42.28569291,96.55360142,56.71829663,120.30725079,897,558,1,2,0,attack,5.0,5,5
2117,158,5,00:13:27,24223,24259,A,防守回抽,0,46.55985861,21.51801968,23.46082549,28.48383531,58.22043953,124.18166723,40.99682356,101.26913761,55.69213571,23.07797826,563,290,2,1,0,defend,5.0,5,5
2118,158,6,00:13:28,24259,24268,C,後場抽平球,0,29.94494573,38.08414481,16.84387168,22.42896487,30.60525295,122.86445398,33.71461065,103.64172736,19.06238022,124.45033965,598,479,1,1,0,attack,5.0,5,5
2119,158,7,00:13:28,24268,24288,A,推撲球,0,24.67128975,41.64565794,14.68344518,19.65424413,21.02647467,127.29024178,30.98354906,103.13638926,25.67668439,45.34818407,547,320,1,2,0,attack,5.0,5,5
2120,158,8,00:13:29,24288,24319,C,防守回抽,1,25.10148199,41.64749308,21.12441579,19.18083895,16.29127429,117.85171177,37.84875355,105.14098798,17.40618997,108.49394069,356,588,2,0,0,defend,5.0,5,5
2121,158,9,00:13:30,24319,24332,B,殺球,0,21.72924789,36.88052005,5.21233841,15.96441825,15.21286931,113.60999168,36.77327863,106.12321556,3.1750775,15.47977208,569,321,1,2,0,attack,5.0,5,5
2122,158,10,00:13:31,24332,24361,C,防守回挑,1,24.58164375,32.33084956,1.49438336,10.58740459,13.09800766,113.59514267,34.55577008,105.11895334,20.47288501,108.01121631,620,589,2,0,0,defend,5.0,5,5
2137,162,1,00:14:37,26326,26353,A,發長球,1,32.10974617,43.51226582,29.16810303,22.47249204,21.74293825,93.20902493,30.85583129,106.58049351,-162.10296095,457.53923087,485,313,2,1,0,defend,5.0,5,5
2138,162,2,00:14:38,26353,26365,C,殺球,0,33.41521408,36.34763907,24.54626534,21.94742734,15.12580288,106.9728177,30.71401587,104.60113026,8.5579605,112.00587631,444,552,1,2,0,attack,5.0,5,5
2139,162,3,00:14:38,26365,26378,B,防守回抽,1,36.82667735,30.99016752,21.91032358,21.43191866,11.00186989,117.81371644,28.6725013,102.15159696,10.74573906,24.46605866,520,344,2,1,0,defend,5.0,5,5
2140,162,4,00:14:39,26378,26388,D,推撲球,0,38.79779862,26.4037663,18.56215357,23.45967153,16.65137865,122.76159905,20.67021382,97.81590916,14.30650811,96.8405737,475,520,1,2,0,attack,5.0,5,5
2141,162,5,00:14:39,26388,26398,B,防守回抽,1,38.90190205,24.04875637,15.83981295,28.7251291,20.81884071,119.50301271,16.0567618,99.19967678,13.16980485,33.12704195,540,355,2,1,0,defend,5.0,5,5
2142,162,6,00:14:39,26398,26421,D,擋小球,1,38.55245265,22.76106382,14.19933002,30.35281958,27.59645644,117.39695487,21.52851108,95.95795059,17.20186151,91.8255854,432,448,1,2,0,attack,5.0,5,5
2143,162,7,00:14:40,26421,26463,B,挑球,1,37.36380458,25.60764504,15.8881614,42.82745272,30.02649168,113.71400211,24.94211208,90.97700861,6.57546898,55.3824885,626,293,2,1,0,defend,5.0,5,5
2144,162,8,00:14:42,26463,26482,C,切球,0,41.74273077,25.09952891,19.34921586,25.54188097,27.86642184,119.554074,27.36524521,96.92388553,28.27857253,122.84730387,444,498,1,2,0,attack,5.0,5,5
2145,162,9,00:14:42,26482,26517,B,挑球,1,42.05710979,25.36240441,17.33027947,29.27273467,27.8504414,121.73965459,28.56770582,96.46632781,9.38439596,39.47781825,772,293,2,1,0,defend,5.0,5,5
2146,162,10,00:14:43,26517,26539,D,殺球,0,45.76904994,22.78662214,21.21487913,23.98524605,48.03673011,122.43928963,38.36913262,99.3440294,49.52489346,123.00391192,369,518,1,2,0,attack,5.0,5,5
2153,165,1,00:15:41,28242,28260,D,發短球,1,31.91133326,32.35950549,17.80631607,41.31353489,28.63039662,110.60298411,32.12328459,91.02119354,-162.10296095,457.53923087,570,448,2,2,0,defend,5.0,5,5
2154,165,2,00:15:42,28260,28275,B,放小球,0,32.11786291,32.36031293,18.93309685,44.69404441,29.46751512,111.12123095,30.1639472,87.91542114,22.29328546,55.45785024,503,380,2,2,0,defend,5.0,5,5
2155,165,3,00:15:42,28275,28294,D,放小球,0,30.15548836,29.04992803,21.21339259,50.77429609,30.1669168,108.58103165,21.22537682,84.83636086,13.04322854,80.99540999,444,432,2,2,0,defend,5.0,5,5
2156,165,4,00:15:43,28294,28332,B,挑球,1,27.10451029,29.0383854,19.4976313,49.13870568,28.2145554,110.08941553,18.70834543,83.9693216,7.43638493,60.95886397,741,288,2,1,0,defend,5.0,5,5
2157,165,5,00:15:44,28332,28344,C,殺球,0,44.3545572,23.80974344,18.91638637,30.09684904,46.9675361,126.91622824,35.89105393,96.51291883,45.14425507,125.76934001,894,540,1,2,0,attack,5.0,5,5
2158,165,6,00:15:44,28344,28354,A,防守回抽,1,44.95069137,23.81187813,20.16686824,29.55552862,50.69179126,129.81377052,37.0352856,99.81000154,55.95698234,27.79896128,779,338,2,1,0,defend,5.0,5,5
2159,165,7,00:15:45,28354,28364,D,推撲球,0,45.80690494,23.299607,20.63062019,23.72479035,48.6702504,125.79570741,42.17601399,100.31961222,49.03212325,99.88783426,843,536,1,2,0,attack,5.0,5,5
2160,165,8,00:15:45,28364,28388,A,防守回抽,1,46.58043121,24.335571,22.63172037,26.08015006,43.55733252,119.66775814,45.61014809,98.91767522,50.89521781,28.85738967,554,312,2,1,0,defend,5.0,5,5
2161,165,9,00:15:46,28388,28401,C,後場抽平球,0,41.45354931,27.21035242,21.42403084,23.72763147,28.46809143,114.75109835,31.09083885,94.63631523,18.21529223,112.59064466,605,525,1,2,0,attack,5.0,5,5
2162,165,10,00:15:46,28401,28412,B,平球,0,40.10218344,28.54644959,16.63268437,25.79472461,21.05730074,107.01295797,31.35739362,95.09727296,26.65467754,31.78165337,553,326,2,2,0,defend,5.0,5,5
2183,167,1,00:16:33,29818,29836,B,發短球,1,28.03271692,27.69475542,32.52452758,41.67915887,21.32000404,94.11721955,30.71698985,106.08246145,-162.10296095,457.53923087,486,389,2,2,0,defend,5.0,5,5
2184,167,2,00:16:34,29836,29851,C,推撲球,0,28.54001675,27.42920815,32.10711972,43.20441934,19.35451981,86.97913907,30.30446628,106.57677277,11.16709927,77.29589939,439,546,2,1,0,attack,5.0,5,5
2185,167,3,00:16:35,29851,29862,A,後場抽平球,1,26.01153458,27.68721291,19.63142622,53.75354415,17.13330922,90.48300266,31.3943894,103.62633242,10.10242793,26.03415835,458,341,1,2,0,attack,5.0,5,5
2186,167,4,00:16:35,29862,29890,C,擋小球,0,15.25853683,26.84714462,19.68912935,52.41733046,17.08248304,97.32482562,33.99405505,104.13248156,5.93351981,98.19076325,652,426,2,2,0,defend,5.0,5,5
2187,167,5,00:16:36,29890,29914,B,放小球,0,14.38411389,30.62822908,25.87988826,52.44629588,12.73499199,112.55238416,35.25032724,105.61745418,31.68979055,63.23796231,602,403,2,2,0,defend,5.0,5,5
2188,167,6,00:16:37,29914,29971,C,挑球,1,22.51279006,26.60858302,24.57279921,55.46877976,16.07295446,88.267923,33.72507004,93.73868097,25.66105011,71.83259502,690,609,2,1,0,defend,5.0,5,5
2189,167,7,00:16:39,29971,29996,A,切球,0,29.41969648,7.3197738,31.22458429,39.86750308,20.11135171,110.54418007,41.70965177,109.16558486,34.90431329,10.69032503,577,369,1,2,0,attack,5.0,5,5
2190,167,8,00:16:39,29996,30016,C,放小球,1,26.99383836,16.27602393,28.98284652,39.85809495,15.4124659,104.00884315,42.6080645,110.69946714,22.22192289,85.69984955,441,434,2,2,0,defend,5.0,5,5
2191,167,9,00:16:40,30016,30030,B,推撲球,1,20.16957771,12.94420615,16.78442729,54.0764759,12.97720756,105.96308652,37.40971626,109.64356666,7.15248033,60.2470688,594,321,2,1,0,attack,5.0,5,5
2192,167,10,00:16:41,30030,30049,C,擋小球,1,22.30339915,16.26056838,11.31266037,53.04432498,13.82975188,107.96600546,35.32892989,110.13838465,23.9341881,108.03477273,771,491,1,2,0,attack,5.0,5,5
2219,170,1,00:17:40,31828,31869,C,發長球,1,29.84967672,29.59236248,38.22915046,41.70349408,28.46692202,90.99869636,32.245057,108.09133361,-162.10296095,457.53923087,908,566,2,1,0,defend,5.0,5,5
2220,170,2,00:17:42,31869,31882,B,後場抽平球,0,30.76576942,29.05223688,48.08425016,25.6467811,26.21601276,103.10484493,44.12262211,110.19891271,56.5267165,21.04833855,801,324,1,1,0,attack,5.0,5,5
2221,170,3,00:17:42,31882,31897,D,平球,1,32.92986127,31.25141567,50.66289109,15.39637075,24.34960608,108.03759992,47.10798185,108.69665308,52.51529099,106.72665658,877,573,1,2,0,attack,5.0,5,5
2222,170,4,00:17:43,31897,31932,B,防守回挑,1,35.02817501,33.21320211,47.3219635,15.38548426,26.24906746,111.09895203,48.72519376,105.70787423,53.2906712,19.29042909,717,295,2,1,0,defend,5.0,5,5
2223,170,5,00:17:44,31932,31944,D,殺球,0,21.04953242,25.54808814,42.6656579,23.80369565,25.74922892,107.04470969,44.90573368,120.76723179,41.47674797,121.83951936,662,546,1,2,0,attack,5.0,5,5
2224,170,6,00:17:44,31944,31969,B,防守回抽,1,19.34143062,23.72017389,43.72622264,20.25200721,28.93615363,104.09882723,36.96970622,127.98203029,32.46309252,26.11623841,766,300,2,1,0,defend,5.0,5,5
2225,170,7,00:17:45,31969,31982,D,殺球,0,20.99413378,24.5030618,43.79141123,21.25592256,33.29983701,103.15171494,37.05279402,118.53888468,48.42342017,119.16095636,828,545,1,2,0,attack,5.0,5,5
2226,170,8,00:17:46,31982,32000,B,防守回抽,1,22.69560212,27.14073607,43.54517637,22.01415865,31.39227594,103.13909359,44.1261745,113.29137395,49.15645566,26.44189484,674,315,2,1,0,defend,5.0,5,5
2227,170,9,00:17:46,32000,32014,D,殺球,0,20.69183128,26.86725389,42.86434062,23.80440712,26.60114894,105.06572586,46.13214797,111.23658781,35.06670326,111.15998996,667,528,1,2,0,attack,5.0,5,5
2228,170,10,00:17:47,32014,32038,A,防守回抽,0,19.26963794,27.1280213,42.59656583,24.32122632,26.05953928,104.57007294,43.07183233,111.7298944,33.02897064,30.97552175,489,314,2,1,0,defend,5.0,5,5
2243,173,1,00:18:51,33947,33970,D,發短球,1,29.94990364,31.79446604,38.31527657,41.0985047,31.56201411,110.1124565,28.98191118,92.80083236,-162.10296095,457.53923087,680,447,2,2,0,defend,5.0,5,5
2244,173,2,00:18:52,33970,33990,B,推撲球,1,30.05324941,30.68849162,37.28436572,46.02754554,33.94667379,111.15223683,30.55340843,89.23526559,34.84210463,55.85935566,766,310,2,2,0,attack,5.0,5,5
2245,173,3,00:18:53,33990,34015,C,擋小球,1,30.87119767,30.14257549,40.18994623,47.30711189,38.42736738,111.18325334,34.59995755,82.79377223,48.10773452,113.84095538,497,455,2,2,0,defend,5.0,5,5
2246,173,4,00:18:53,34015,34035,A,小平球,1,20.1523951,39.22551327,40.76698534,38.42336099,38.23043671,114.29491369,33.52205617,87.93568587,14.13223177,53.05758913,504,359,2,1,0,defend,5.0,5,5
2247,173,5,00:18:54,34035,34052,D,放小球,0,18.52648387,39.81421165,34.00661311,28.25402717,23.87072404,111.08248853,31.19039281,86.18418568,12.60339833,90.01074356,452,431,1,2,0,attack,5.0,5,5
2248,173,6,00:18:55,34052,34064,A,放小球,1,14.0813091,48.79122205,28.46565161,24.01128203,16.03273641,86.52578434,22.65008922,109.54226165,8.3368553,61.32009628,654,402,2,2,0,defend,5.0,5,5
2249,173,7,00:18:55,34064,34096,D,小平球,1,10.04665525,54.71994454,26.87215124,24.2646075,28.63294086,110.09229533,17.8369164,83.54012022,31.98941597,72.25539741,877,500,2,2,0,defend,5.0,5,5
2250,173,8,00:18:56,34096,34125,B,小平球,0,30.49418102,50.81713328,44.30888938,32.4079746,36.92182079,112.72124353,31.56190355,83.62068589,55.48891961,39.07600661,856,322,2,1,0,defend,5.0,5,5
2251,173,9,00:18:57,34125,34138,C,平球,1,24.86858938,37.769591,45.00482932,24.58975547,49.32265495,110.74581565,34.78766703,94.201714,60.2129031,107.77895685,746,513,1,1,0,attack,5.0,5,5
2252,173,10,00:18:57,34138,34150,B,平球,1,29.29659855,41.66538893,44.86716689,26.95672972,54.09805146,109.25037424,34.31331878,97.90343703,41.35000867,35.22720264,746,325,1,2,0,attack,5.0,5,5
3893,351,1,00:00:34,1034,1053,C,發短球,1,21.03719556,97.08519232,39.30406246,104.83911921,31.98027037,42.24742945,28.25483135,22.52409974,-117.98907359,400.36938828,622,411,2,2,0,defend,8.0,11,8
3894,351,2,00:00:35,1053,1078,A,放小球,1,21.93876214,88.84472026,37.75764658,105.25191043,29.09032189,43.31349261,28.18396285,22.27727991,28.68802249,77.03962009,647,457,2,2,0,defend,8.0,11,8
3895,351,3,00:00:35,1078,1126,C,挑球,1,26.46097612,84.20191169,34.90040585,112.47569988,32.07950435,45.15118075,30.33533483,21.86147399,31.64973416,61.01914701,544,297,2,1,0,defend,8.0,11,8
3896,351,4,00:00:37,1126,1140,B,殺球,0,27.20291893,100.21297208,22.65374535,128.90915119,36.40204932,28.0409206,16.79679543,25.8793892,17.67788409,126.26865072,396,559,1,2,0,attack,8.0,11,8
3897,351,5,00:00:38,1140,1164,D,防守回抽,1,28.07639075,100.23126036,23.70847209,132.04528979,37.81648864,29.88731382,17.46677873,25.90122207,11.06731467,30.33785746,461,325,2,1,0,defend,8.0,11,8
3898,351,6,00:00:38,1164,1192,B,擋小球,0,32.98519689,100.33403828,16.81933024,117.83109414,35.970024,29.05290202,14.36692246,25.80020648,9.07128187,112.45222822,394,486,1,2,0,attack,8.0,11,8
3899,351,7,00:00:39,1192,1234,D,挑球,1,30.87221691,97.71997206,22.90184067,118.90976106,33.24916773,33.69418234,14.17907265,40.56645729,8.49325857,51.09603146,760,296,2,1,0,defend,8.0,11,8
3900,351,8,00:00:41,1234,1247,B,殺球,0,34.95226914,99.94425572,44.54197097,129.26828806,44.98736558,27.05013863,20.82796596,28.05025636,43.21284773,127.20456913,735,559,1,2,0,attack,8.0,11,8
3901,351,9,00:00:41,1247,1277,C,防守回抽,1,34.18397329,100.35913761,45.18043228,131.86509225,45.19804274,25.55236656,21.71630715,26.29272658,39.92926475,31.25733278,482,310,2,1,0,defend,8.0,11,8
3902,351,10,00:00:42,1277,1300,B,防守回挑,0,24.72989364,99.29905219,25.29414499,119.92644013,35.57904674,26.99692703,16.92542431,30.00000516,10.86108819,119.6691218,405,583,1,1,0,defend,8.0,11,8
3953,356,1,00:02:32,4556,4573,D,發短球,1,22.15971429,98.38711902,40.07886676,105.74392869,28.26603834,22.28000587,32.2621588,41.68355945,-117.98907359,400.36938828,583,403,2,1,0,defend,8.0,11,8
3954,356,2,00:02:32,4573,4586,A,推撲球,1,21.54132257,92.0866746,38.64638184,101.75185754,27.53923209,22.011878,30.06287356,43.63240924,24.5953764,79.93560662,397,589,1,2,0,attack,8.0,11,8
3955,356,3,00:02:33,4586,4624,C,防守回挑,1,19.74356914,85.21797589,37.31065366,106.1348902,25.23174787,20.7222893,32.91622628,44.00796383,12.0262543,22.72405359,616,295,2,1,0,defend,8.0,11,8
3956,356,4,00:02:34,4624,4641,B,殺球,0,29.66916232,98.11975619,26.78364436,126.92970762,16.98325798,23.87877088,40.59419711,29.2017327,26.17178473,127.42902729,397,542,1,2,0,attack,8.0,11,8
3957,356,5,00:02:34,4641,4659,C,防守回抽,1,30.14992382,100.27467487,29.1823747,125.95575548,15.80751003,29.18163681,39.24802941,26.86333826,10.63240064,34.87902061,476,317,2,1,0,defend,8.0,11,8
3958,356,6,00:02:35,4659,4702,B,防守回挑,0,32.26895521,98.1750675,23.87799159,120.3902699,15.45591314,35.5758443,37.58250883,26.80912992,10.4552078,116.27082099,269,661,1,1,0,defend,8.0,11,8
3959,356,7,00:02:36,4702,4737,D,長球,1,38.09326863,103.93015018,13.96143562,108.38323297,22.37259301,35.24463862,15.64970256,7.38775807,4.03994627,5.90058682,528,304,1,1,0,defend,8.0,11,8
3960,356,8,00:02:38,4737,4749,B,殺球,0,30.5510695,101.58402125,16.20520357,121.73170983,33.45042826,25.16722166,18.07939806,16.44645145,16.02001393,122.72085244,581,588,1,2,0,attack,8.0,11,8
3961,356,9,00:02:38,4749,4794,D,防守回挑,1,29.82261388,100.26782183,18.24000942,126.78677212,38.42898919,21.88834176,17.96733142,18.56229456,27.21958702,23.47286231,712,297,2,1,0,defend,8.0,11,8
3962,356,10,00:02:39,4794,4810,B,殺球,0,34.37601416,102.099107,39.55758682,128.16190324,44.19626739,25.02208918,24.38177748,23.8740048,37.55134391,126.60272417,696,539,1,2,0,attack,8.0,11,8
3964,357,1,00:02:56,5277,5292,A,發短球,1,27.77949657,93.46109168,32.23857924,115.24330486,26.50179099,27.72067585,39.96252731,40.78025332,-117.98907359,400.36938828,659,475,2,2,0,defend,8.0,11,8
3965,357,2,00:02:56,5292,5314,D,小平球,1,30.08269481,91.45810618,33.05530159,114.31378859,26.38752725,26.69813374,39.70607467,43.92034534,32.9276221,55.23221763,853,342,2,2,0,defend,8.0,11,8
3966,357,3,00:02:57,5314,5339,B,擋小球,1,29.31575918,95.57662687,42.5792772,112.1575648,32.76386063,22.91848248,33.07184087,57.14913298,53.19111462,105.56332162,880,499,2,2,0,defend,8.0,11,8
3967,357,4,00:02:58,5339,5385,D,挑球,0,24.82173823,104.54588559,50.5204094,107.7441727,43.69682797,24.75771712,36.83419439,45.87968039,53.09408811,48.43248951,891,296,2,1,0,defend,8.0,11,8
3968,357,5,00:02:59,5385,5399,B,殺球,0,34.40830699,99.93282959,55.91157563,124.90370129,25.28493585,26.91624093,50.8431721,19.90833213,58.61888415,127.462313,901,594,1,2,0,attack,8.0,11,8
3969,357,6,00:03:00,5399,5445,D,防守回挑,1,34.08188491,99.92597296,57.28295746,124.42909443,23.78934528,25.35161228,52.73074583,19.26353738,53.42992758,22.87277566,597,300,2,1,0,defend,8.0,11,8
3970,357,7,00:03:01,5445,5472,B,切球,0,30.79303768,100.72057836,25.85525287,126.40611253,15.97284733,24.84483001,37.59343023,25.05381328,24.02834181,124.85982048,630,496,1,2,0,attack,8.0,11,8
3971,357,8,00:03:02,5472,5515,C,挑球,0,33.77001354,99.06086725,28.46651238,122.4410119,23.78410949,37.76406769,38.82648865,32.01042414,30.43355868,48.67226223,504,292,2,1,0,defend,8.0,11,8
3972,357,9,00:03:04,5515,5529,B,殺球,0,27.74886698,100.22440284,16.97186472,129.85036956,13.50736932,27.5569234,36.06056996,28.54175776,12.73066663,128.74633565,485,537,1,2,0,attack,8.0,11,8
3973,357,10,00:03:04,5529,5541,C,防守回抽,1,26.70799963,98.91157131,17.62663223,130.9015933,14.58550856,28.62335613,35.91943615,26.50254223,18.17574837,36.48437148,514,371,2,1,0,defend,8.0,11,8
3982,358,1,00:03:28,6252,6263,A,發短球,1,33.48903753,90.7207932,29.28189054,114.71504381,19.66489358,38.7541586,34.91146958,26.97522577,-117.98907359,400.36938828,621,483,2,2,0,defend,8.0,11,8
3983,358,2,00:03:28,6263,6282,C,放小球,0,32.03788542,89.47598672,30.2331777,113.3212159,21.26700694,43.6606631,33.99867451,26.6924855,29.46927616,52.62496753,681,411,2,2,0,defend,8.0,11,8
3984,358,3,00:03:29,6282,6298,A,推撲球,1,32.3177491,91.10070648,32.49545511,113.83294324,25.51789408,51.8919433,30.7576584,23.83660524,34.64646201,77.18614784,465,582,2,1,0,attack,8.0,11,8
3985,358,4,00:03:30,6298,6313,D,平球,1,36.71822935,96.5767037,28.21840078,112.34854219,24.97147151,44.9405757,28.01980551,22.27182778,17.49685785,24.64418472,469,344,1,2,0,attack,8.0,11,8
3986,358,5,00:03:30,6313,6332,B,平球,0,36.79477638,100.84583066,21.24657114,108.98275249,27.8635825,40.69649274,24.73487564,22.16272599,10.75797469,103.81637534,351,574,2,1,0,defend,8.0,11,8
3987,358,6,00:03:31,6332,6357,D,擋小球,1,36.65912441,104.34262278,17.46997671,104.84255284,32.51294952,38.86746458,15.04731279,24.06415333,7.72280937,26.34604211,686,396,1,2,0,attack,8.0,11,8
3988,358,7,00:03:32,6357,6403,A,挑球,1,36.280439,97.41153666,17.47978808,103.06808332,31.69106405,39.96437953,21.98811774,19.1739965,35.07441596,82.8570725,426,652,2,1,0,defend,8.0,11,8
